title,genres,overview,vote_average,release_date,popularity,keywords,backdrop_path,homepage
Bright,Drama,"MG, a policewoman who has been expelled from the Corps due to the problems with alcohol and drugs that she has had since the loss of her son, receives a call from a man asking her to look for Macarena Gómez, a popular TV actress.",7.08,10-02-2023,18.146,"pathetic, cliché, pretentious",/o1o3KOkyoClF0LGzmPZalad9qQG.jpg,https://www.palmstar.com/projects/2019/09/06/night-hunter
Next Friday,"Drama, Thriller","In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",6.5,29-08-2019,18.144,"religion, evangelical christianity, independent film",/8knaRrDd1FM1pbSLaViEQSxodi5.jpg,http://www.netflix.com/title/80091936
Nada que ver,"Adventure, Drama, Science Fiction, Fantasy","A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",7.389,28-06-2017,18.143,"navy, captain, love triangle, poetry, love",/qkLZoJ1h998eJEmbuHGPCKZF0y7.jpg,https://www.netflix.com/title/80119234
A Perfect Pairing,"Fantasy, Action, Thriller","After he refuses to disavow his faith, a devout Christian student must prove the existence of God or else his college philosophy professor will fail him.",6.156,22-12-2017,18.138,"based on novel or book, clock, haunted house, uncle, pumpkin, orphan, warlock, secret passageway, 1950s, magician",/hu4psJoKxDYezvvS4GlLF531fom.jpg,
Day Watch,Comedy,"Royal Navy captain Wentworth was haughtily turned down eight years ago as suitor of pompous baronet Sir Walter Elliot's daughter Anne, despite true love. Now he visits their former seaside country estate, rented by his brother-in-law, admiral Croft, so the financially stressed baronet can afford a fashionable, cheaper residence in trendy Bath. First the former lovers meet again on the estate, where they feel vibes again, but neither dares admit them until it seems too late.",6.431,12-01-2000,18.129,"based on novel or book, theater play, kyoto, japan, anime, binge drinking, book fair, night festival",/xi4Uy11TdACds3SXglrbbmaVd90.jpg,
Can't Quit Mom,"Romance, Comedy","When ten-year-old Lewis is suddenly orphaned, he is sent to live with his Uncle Jonathan in a creaky (and creepy) old mansion with a mysterious ticking noise that emanates from the walls. Upon discovering that his uncle is a warlock, Lewis begins learning magic, but when he rebelliously resurrects an evil warlock he must find the secret of the house and save the world from destruction.",8.061,02-03-2023,18.127,"transporter, boxer, biography",/58QeqH3PZzBx6hVUEjfkhQDNmK9.jpg,https://www.netflix.com/title/81241465
Kung Pow: Enter the Fist,"Comedy, Romance","As a group of university students go out for a night on the town, a sophomore known only as ""The Girl with Black Hair"" experiences a series of surreal encounters with the local nightlife – all the while unaware of the romantic longings of ""Senpai"", a senior student who has been creating increasingly fantastic and contrived reasons to run into her in an effort to win her heart.",6.934,19-05-2022,18.124,"factory worker, dying and death, individual, immigrant, blindness and impaired vision, dancing, eye operation, small town, naivety, hereditary disease, robbery, court, musical, female friendship, murder, debt, execution, police officer, trailer, daydreaming, coping mechanisms, mother son relationship",/6fRVz7ZIZIGFEOq4THY2pdBBhfS.jpg,http://www.foxsearchlight.com/daywatch/
A Tourist's Guide to Love,"Fantasy, Action, Adventure, Horror, Thriller","In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",6.2,01-01-2006,18.112,"female friendship, based on comic, high school graduation, best friend, high school friends, cynical, social outcast, art class, record collector, plaster, personal ad, blues music, nunchaku, prank telephone call, aftercreditsstinger",/qV34mKEiF63iyfc0X3mdayAp6ap.jpg,
Polar,Comedy,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",7.6,01-11-2022,18.109,"gambling, chaos, roulette, las vegas, family holiday",/d354cA0zQChiM5GfRjNs4Ejm9se.jpg,
Inside Llewyn Davis,"Comedy, Action","Two quirky, cynical teenaged girls try to figure out what to do with their lives after high school graduation. After they play a prank on an eccentric, middle aged record collector, one of them befriends him, which causes a rift in the girls' friendship.",6.315,25-01-2002,18.107,"island, japan, stop motion, dog, garbage dump, pets",/5sgIfjZd0QMbvu1yoYqSdaxvelb.jpg,https://www.netflix.com/title/81424906
Hypnotic,"Romance, Comedy, Adventure","The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",6.36,21-04-2023,18.106,"android, dystopia, blackout, slavery, prologue, cyberpunk, anime, emp, blade runner, short film",/z3Qc5a0grcCREAQKqI195P05dVf.jpg,
God's Not Dead,"Action, Adventure, Thriller","In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",6.5,26-10-2022,18.098,"hotel, robbery, based on novel or book, poker, hitman, gambling, gangster, junkie, cynicism, alcoholism, economy, murder, hit, mobster, organized crime, brutality, drugs, criminal, ex-con, neo-noir, bar, violence",/jCY35GkjwWUmoPO9EV1lWL6kuyj.jpg,http://www.cbsfilms.com/inside-llewyn-davis/
Persuasion,"Drama, Music","This animated short revolves around the events causing an electrical systems failure on the west coast of the US. According to Blade Runner 2049’s official timeline, this failure leads to cities shutting down, financial and trade markets being thrown into chaos, and food supplies dwindling. There’s no proof as to what caused the blackouts, but Replicants — the bio-engineered robots featured in the original Blade Runner, are blamed.",7.203,13-10-2013,18.094,"depression, child abuse, island, based on novel or book, detective, suspicion of murder, dysfunctional family, lawsuit, alcoholism, murder, maine, domestic violence, reporter, maid, anger, alcoholic father, accident, abusive father, abusive husband, anti-depressant, bank account",/6QOZ7RGucRJLGvm7TH5k2BN0xSp.jpg,https://www.netflix.com/title/81225962
The House with a Clock in Its Walls,"Thriller, Drama, Horror","Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",6.04,27-10-2021,18.094,"showdown, hitman, politics, bratva (russian mafia), cold war, fbi, montreal, canada, revenge, terrorism, ira (irish republican army), pretending to be gay",/9CyFLGfeDOrOOPouHp446T5MSNi.jpg,http://www.godsnotdead.com
"Night Is Short, Walk On Girl",Drama,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",6.04,21-03-2014,18.087,"rape, kidnapping, murder, serial killer, teenage girl, psychological thriller, sexual torture, killing a dog, christmas, perth, australia, abduction",/oNBfVxAKOB41RrrFYAQ68oeY4hF.jpg,
Ali,"Romance, Drama, TV Movie","Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",7.3,01-04-2007,18.087,"robbery, police, ambulance, chase, alcohol, gun, vandalism, arrest, cop, murder, crash, connected",/wYuuvNzIcQPKGoK03JgPZ2IkB0A.jpg,http://housewithaclock.com
Dancer in the Dark,"Fantasy, Family, Comedy","When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",6.2,15-09-2018,18.083,"infidelity, based on novel or book, psychoanalysis, sigmund freud, biography, based on true story, cigar smoking, spanking, patient, carl jung",/dIufisifucT5lodcV5wRiN92x09.jpg,https://www.fujicreative.co.jp/Portals/0/special/anime/night/
Ghost World,"Comedy, Romance, Animation, Fantasy",Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,7.472,07-04-2017,18.08,"beach, teenage girl, summer, summer vacation, dog, blindness, woman director, mother daughter relationship",/iBl3hhtHC7qQX7jGphIAYLpmpPC.jpg,
Vegas Vacation,Drama,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",6.763,10-12-2001,18.071,"new york city, marriage proposal, alabama, career woman, fashion designer",/gVtm7G5NtQxjFNA5ydqxslxjCuk.jpg,
Isle of Dogs,"Drama, Crime","Ava, 13, is spending the summer on the Atlantic coast when she learns that she will lose her sight sooner than expected. Her mother decides to act as if everything were normal so as to spend their best summer ever. Ava confronts the problem in her own way. She steals a big black dog that belongs to a young man on the run...",7.869,30-06-2000,18.067,,/gs70htixF6j1oqrrwsM4lVfcgNN.jpg,
Blade Runner: Black Out 2022,"Comedy, Drama","New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",7.083,20-07-2001,18.066,"child abuse, authority, pastor, nanny, punishment, puritan, tailor, school teacher, future war, suppression, shame, small village, village people, 1910s, east elbia",/o7zvlk0HCxRf13Im9ZpZ4okHehr.jpg,
Killing Them Softly,Comedy,"When Blanche meets Grégoire, she thinks she has found the one. The ties that bind them grow quickly, and a passionate affair ensues. Together, they relocate. For Blanche, far from her family, from her twin sister, Rose, a new life begins. But little by little, she finds herself caught in the grip of a deeply possessive and dangerous man.",6.045,13-02-1997,18.061,"chicago, illinois, corruption, police, hostage, innocence, pension, hostage-taking, murder, conspiracy, bullet wound, urban setting, negotiator",/5OmQy1wV25cdQ5HFO4PfcYJmRWQ.jpg,http://www.isleofdogsmovie.com/
Dolores Claiborne,"Adventure, Comedy, Animation",An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,7.857,23-03-2018,18.059,"husband wife relationship, whodunit, historical fiction, english countryside, murder mystery, 1920s",/jB5zHG1eHh0OC1S61itXNApZlLD.jpg,http://www.bladerunner2049.jp/
The Jackal,"Action, Animation, Science Fiction","The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",7.197,26-09-2017,18.053,,/3C05fY5KvxfmPLp1exBSX8c0Q0K.jpg,http://killingthemsoftlymovie.com/
Hounds of Love,"Crime, Thriller","England, December 1926. Although her personal life is in tatters, the famous writer Agatha Christie decides to leave everything behind to help unravel an unsolved murder committed on a train six years ago, unable to imagine the disproportionate consequences that such a selfless act will cause.",6.049,30-07-2012,18.053,"vietnam war, protest, musical, liverpool, england, riot, cultural difference, university, fantasy sequence, anti war, police arrest, march, woman director, 1960s",/ew01hAIruWHq9I1nt3FNP7wOxTR.jpg,
11:14,"Crime, Drama, Mystery","Ousmane Diakité and François Monge are two cops with very different styles, backgrounds and careers. The unlikely pair are reunited once again for a new investigation that takes them across France. What seemed to be a simple drug deal turns out to be a much bigger criminal case wrapped in danger and unexpected comedy.",7.239,24-03-1995,18.052,"coming out, florida, homophobia, drag queen, nightclub, senator, politician, based on play or musical, remake, conservative, cross dressing, gay parent, lgbt, political conflict, south beach, playing straight, drag club",/9vJ57nbL4hWJrmsyjKTxiGXqrBU.jpg,
A Dangerous Method,"Action, Thriller, Adventure, Crime","When young dockworker Jude leaves Liverpool to find his estranged father in the United States, he is swept up by the waves of change that are re-shaping the nation. Jude falls in love with Lucy, who joins the growing anti-war movement. As the body count in Vietnam rises, political tensions at home spiral out of control and the star-crossed lovers find themselves in a psychedelic world gone mad.",6.336,14-11-1997,18.051,"ship, ocean, musical, pianistin, child prodigy, fondling",/uUIIZIwAX6yFgCncIVbMTHvlbJo.jpg,http://www.houndsoflovemovie.com/
Ava,"Crime, Drama, Horror",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's conservative moralistic parents.,6.097,07-10-2016,18.051,"dying and death, gorilla, uganda, poacher, remake, primatologist, giant ape, king kong",/bMwWuvcPIWzNpqZwur1AVEWznGE.jpg,
Sweet Home Alabama,"Crime, Drama, Thriller, Mystery","The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",6.798,05-09-2003,18.045,"high school, based on novel or book, bullying, love, beautiful woman, curse, tutor, based on fairy tale, teenage romance, modern fairy tale, based on young adult novel",/72jbXJIXiGdLzrqfbKynVhtnl5b.jpg,http://www.sonyclassics.com/adangerousmethod/
Just the Two of Us,"Drama, Thriller","As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",6.344,30-09-2011,18.045,"mexico, corruption, remake, mob boss, beauty queen",/iGMz1vJEVZNdBafpE7vrHIj1Quo.jpg,
The White Ribbon,Drama,"A modern-day take on the ""Beauty and the Beast"" tale where a New York teen is transformed into a hideous monster in order to find true love.",6.301,21-06-2017,18.042,"magic, dc comics, vertigo, supernatural, exorcism, possession, based on comic, exorcist, dark fantasy, demon hunter, edited from tv series, neo-noir, dc animated movie universe, hellblazer",/daOd8KBGDdsOhVdzXB3KU5fgBd2.jpg,
The Negotiator,"Comedy, Romance","Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.",6.387,26-09-2002,18.041,"cyborg, mecha, giant robot, anime, mazinger",/xE0ouu4yVA4fBojdHg2UkfvRxY4.jpg,
Agatha and the Truth of Murder,"Thriller, Drama, Romance","A decade after a tragic mistake, family man Chas and occult detective John Constantine set out to cure Chas’s daughter Trish from a mysterious supernatural coma. With the help of the mysterious Nightmare Nurse, the influential Queen of Angels, and brutal Aztec God Mictlantecuhtli, the pair just might have a chance at outsmarting the demon Beroul to save Trish’s soul. In a world of shadows and dark magic, not everything is what it seems, and there’s always a price to pay. The path to redemption is never easy, and if Constantine is to succeed, he must navigate through the dark urban underbelly of Los Angeles, outwit the most cunning spawns of hell, and come face to face with arch-nemesis Nergal – all while battling his own inner demons!",7.154,24-05-2023,18.039,"future, planet mars, stowaway",/j39vXGEIwBI15TF02C9rR19LUJA.jpg,http://www.sonyclassics.com/thewhiteribbon/
The Takedown,"Drama, Mystery","When the evil Dr. Hell attacks the Earth, the mighty giant mecha Mazinger Z is formed to stop him.",7.5,24-09-2009,18.038,"police, psychopath, bank, telephone, los angeles, california, home invasion, cell phone, duringcreditsstinger",/zUAIDFmjkU7buiGr6q8Ea9MY3G1.jpg,
Across the Universe,"Action, Crime, Drama, Thriller","In a future where Mars is terraformed and colonized by the best humanity has to offer, two very different college students wind up joining forces and sneak onboard a space shuttle to the red planet in order to be united with their significant others.",7.1,29-07-1998,18.029,"gangster, los angeles, california, 1940s, griffith observatory",/6sep7uVzku6bWWYeKG3aqDfBThi.jpg,https://www.dsp.tv/productions/agatha-and-the-truth-of-murder
The Birdcage,"Drama, Mystery",A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,6.225,23-12-2018,18.024,"new jersey, unsociability, paraplegic, expensive restaurant, loss of loved one, pop culture, difficult childhood, ecstasy, strangeness, epilepsy, lethargy, answering machine, single, marijuana, los angeles, california, psychiatrist, grave digger",/jHHaLH1ZFNaIjIQqZDN1f6hq12K.jpg,https://www.netflix.com/title/81416977
The Legend of 1900,"Comedy, Action","Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",6.023,06-05-2022,18.021,"dual identity, superhero, music competition, coming of age, teen superhero",/wtbRUVxQVvU6QIJH1oGLDThJLib.jpg,http://www.acrosstheuniverse.com/
Mighty Joe Young,"Drama, Romance, Fantasy","Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",7.132,14-09-2007,18.019,"sexuality, erotic movie, siam, 1930s",/wWINLezlSb2CXrpBlFXNKgDY8MG.jpg,
Beastly,Comedy,"On the day of Gwen’s “Battle of the Bands” competition, mysterious attacks force her and the Secret Warriors to investigate. Can they save the city and get Gwen to the concert on time?",7.029,08-03-1996,18.018,"christmas, fairy godmother",/nGd3uJqO2RPM6GvKfEu7h5pL5c1.jpg,
Miss Bala,"Drama, Music, Romance","Jan is a boy growing up in 1930s Siam in a wealthy, dysfunctional family where sex has a huge impact on everyone's lives. Jan is viewed by his father as cursed, since his mother died giving birth to him.",8.265,28-10-1998,18.018,"cia, ambassador, paris, france, undercover, explosive, anti hero, pimp, firearm, revelation, politician, deception, car crash, gang",/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg,https://movies.disney.com/mighty-joe-young
Constantine: City of Demons - The Movie,"Adventure, Family, Action, Fantasy","A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",6.2,25-12-1998,18.013,"artificial intelligence (a.i.), based on novel or book, computer program, virtual reality, dystopia, simulation, surrealism, remake, los angeles, california, parallel world, alternate reality, existentialism, mind transfer, neo-noir, 1990s, 1930s",/cRoJmTnxlZMV6BTN6F3uiWIMlmm.jpg,http://www.sonypictures.com/movies/beastly
Mazinger Z: Infinity,"Drama, Fantasy, Romance","James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",6.325,21-01-2011,18.012,"time travel, french revolution, knight, wedding, demon, middle ages (476-1453)",/hU4OdICqRXj3JFnSJsrR0SJejZy.jpg,https://www.missbala.movie
Moonshot,Action,"Los Angeles. A wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place.",6.378,01-02-2019,18.009,"japan, pregnancy, abandoned house, remake, revenge, spirit, vengeful ghost, tv production, traffic accident",/g19eokR5OdUvjXmBQ5Qtt34aiRu.jpg,https://www.dccomics.com/movies/constantine-city-of-demons-the-movie
Cellular,"Fantasy, Animation, Horror, Action","The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.",7.743,04-10-2018,18.007,"chicago, illinois, high school, newspaper, journalist, entrapment, undercover, nerd, kiss, romantic comedy, love, prank, prom, reporter, humiliation, editor",/dPPjBf74W1j8va6KvDGePaJcqm7.jpg,
Gangster Squad,"Action, Science Fiction, Animation","While driving, the pregnant horror-movie actress Kyôko Harase and her fiancé are in a car crash. She loses her baby and her fiancé winds up in a coma. Kyôko was cursed together with a television crew when they shot a show in the haunted house where Kayako was brutally murdered by her husband years ago. While each member of the team dies or disappears, Kyôko is informed that she has a three-and-a-half-month-old fetus in her womb.",6.81,27-10-2017,18.007,"insanity, mass murder, gore, survival, decapitation, impalement, chainsaw, corpse, massacre, maniac, home invasion, bound and gagged, circular saw, bludgeoning, mutilation, isolated farmhouse, french countryside, bad guy, butchery, new french extremism, extreme, lesbian",/7BZiAmm3qPK7QQ2HmUnScv2EvBM.jpg,https://www.hbomax.com/moonshot
Garden State,"Comedy, Romance, Science Fiction","Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",6.829,05-05-2022,18.005,"rescue, hero, alarm clock, war on terror, runaway, fire engine, marine, hospital, terrorism, trapped, rubble, rescue team, 9/11, world trade center, terrorist group, al qaeda, firefighter",/rk860hTM0kpu8oNhQkpnDv320rH.jpg,http://www.cellularthemovie.com/
Marvel Rising: Battle of the Bands,"Action, Thriller","Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",6.362,06-09-2004,17.997,"sailboat, sea, island, saving the world, ocean, cartoon, mythology, musical, curse, sailor, aftercreditsstinger, demigod, polynesia, voyage, pacific  ocean, quest, island life, animal sidekick",/y3qcx5YQgAhzC1b6DwdkE1dsFzN.jpg,http://gangstersquad.warnerbros.com/
Jan Dara,"Crime, Drama, Action, Thriller","Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",6.358,09-01-2013,17.991,"battle, anime",/eBw5K3pmClsLO7N2FqgthuScKUx.jpg,http://www.foxsearchlight.com/gardenstate/
Godmothered,"Comedy, Drama, Romance","In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",7.088,28-07-2004,17.99,"remoteness, motel, snuff, deception, hidden camera, psychological thriller, killer, trapped, survival horror, estranged couple, broken down car, one night, isolated",/2mu6XkJE0B6nK5jeOvXOyWPVmhw.jpg,
From Paris with Love,"Family, Animation, Action, Comedy, Science Fiction","The Kingdom of the People of the Earth once ruled over the land, but now all that remains is the Sword of the Earth. in the city of Eindoak. Satoshi, Iris, and Dent arrive in Eindoak during a harvest festival's Pokémon Tournament and meet the legendary Pokémon Victini who wishes to share its powers of victory to someone. Elsewhere in the city, a descendant of the People of the Earth named Dred Grangil has arrived who seeks to revive the kingdom's power with the Sword of the Earth, bringing them back into power over the land, and Satoshi and his friends must stop him before he destroys the land along with Victini.",6.8,28-08-2019,17.986,"vietnam war, palestinian-israeli conflict, cia, china, espionage, spy, cold war, flashback, terrorism",/p056WP3fMnEcSSYhiN1kV9AyNZW.jpg,
The Thirteenth Floor,"Romance, Drama","A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",6.1,28-09-2001,17.981,"judge, graffiti, stakeout, break in, hidden room",/vvEt03Fzgc4NujpknFfR1LrXgno.jpg,
The Visitors II: The Corridors of Time,"Family, Fantasy, Comedy","On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",6.832,04-12-2020,17.977,"arena, sports, new orleans, louisiana, hometown, nfl (national football league), new orleans saints",/uztSaahK3bNVE5iZh4mRjHcCeii.jpg,http://www.frompariswithlovefilm.com/
Ju-on: The Grudge 2,"Action, Crime, Thriller","A rebellious young graffiti artist, who targets the homes of the wealthy elite, discovers a shocking secret that leads him on a journey endangering himself and those closest to him.",6.269,04-02-2010,17.976,"quebec, jewel, scepter, customs house, jewelry heist, blueprint, assumed identity, schematic, surveillance camera, one last job",/fvCq1wEwLtiHKCJYm6BfkIO068x.jpg,
Never Been Kissed,"Thriller, Science Fiction, Mystery","Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",7.023,16-04-1999,17.974,"sleigh, elves, holiday, assistant, santa claus, wish, reindeer, family, north pole, high tech, clumsiness, duringcreditsstinger, letter to santa claus, woman director, christmas, father son relationship, brother brother relationship",/nJ0jz1J3zNja31UEMeklhgFeMw5.jpg,
High Tension,"Comedy, Fantasy",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,6.02,11-02-1998,17.974,"prison, adultery, concert, music record, country music, guitar, germany, loss of loved one, marriage, single, accident, 1960s, biographical",/8PoskoYT4QQqE7MtExsK0oS9yp9.jpg,
World Trade Center,"Horror, Thriller","This movie reveals the incredible, never-before seen answer to every child's question: ""So how does Santa deliver all those presents in one night?"" The answer: Santa's (Jim Broadbent's) exhilarating, ultra-high-tech operation hidden beneath the North Pole. But at the center of this movie is a story about a family in a state of comic dysfunction and an unlikely hero, Arthur (James McAvoy), with an urgent mission that must be completed before Christmas morning dawns.",6.323,15-08-2003,17.971,"based on novel or book, world war ii, based on true story, norway, gestapo, resistance fighter",/9NACuGg0YkzNAUoRIxUSYFqfJ5m.jpg,
Moana,"Romance, Comedy, Drama","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",6.161,09-04-1999,17.971,"hope, adoption, based on true story, northern ireland, dying man, little boy, window cleaner, father son relationship",/pImtZ20mliFRKc4GZlXCQ8z2KdA.jpg,
Pokémon the Movie: White - Victini and Zekrom,"Horror, Thriller, Mystery","After a failed anti-Nazi sabotage mission leaves his eleven comrades dead, a Norwegian resistance fighter finds himself fleeing the Gestapo through the snowbound reaches of Scandinavia.",6.748,18-06-2003,17.966,"pirate gang, traveling circus, based on video game, anime, ancient temple",/ecn4qv1SzQaZ8jMyPPs307UqKxa.jpg,
Vacancy,"Drama, History, Thriller","John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",6.1,09-08-2006,17.963,"australia, psychopath, tourist, sequel, decapitation, slaughter, slasher, torture, series of murders, australian outback",/1lpo47zV1ly4JeGDBrjTePMXML4.jpg,http://movies.disney.com/moana
Spy Game,"Adventure, Comedy, Family, Animation","On their way through the Battle Frontier, Ash and friends meet up with a Pokémon Ranger who's mission is to deliever the egg of Manaphy to a temple on the ocean's floor. However, a greedy pirate wants the power of Manaphy to himself.",7.6,13-10-2016,17.963,"adoption, puppy, pitbull, dog, foster home, animal lover, beagle, duringcreditsstinger, orphan siblings",/iYLKMV7PIBtFmtygRrhSiyzcVsF.jpg,https://www.pokemon.com/us/pokemon-episodes/pokemon-movies/pokemon-the-movie-white-victini-and-zekrom-2011
I Came By,"Animation, Family, Adventure, Drama, Fantasy","Lured by the promise of an Australian holiday, backpackers Rutger, Katarina and Paul visit the notorious Wolf Creek Crater.  Their dream Outback adventure soon becomes a horrific reality when they encounter the site's most infamous local, the last man any traveller to the region ever wants to meet—Mick Taylor.  As the backpackers flee, Mick pursues them on an epic white knuckled rampage across hostile wasteland.",6.597,16-07-2011,17.961,"high school, psychopath, harassment, halloween, diner, bullying, arms dealer, iraq war veteran, sociopath, grief, murder, soldier, killing spree, ex soldier, brawl, halloween costume, paranoid, aggressive, harsh",/zpD9VRmZ1Zv7ZMsrNmutRrt0LZU.jpg,
